yr,mon,day,CO2 ppm
2009,5,3,389.76
2009,5,10,390.17
2009,5,17,390.38
2009,5,24,390.41
2009,5,31,389.85
2009,6,7,390.2
2009,6,14,389.42
2009,6,21,388.49
2009,6,28,388.69
2009,7,5,388.48
2009,7,12,388.36
2009,7,19,387.68
2009,7,26,387.37
2009,8,2,387.06
2009,8,9,386.01
2009,8,16,385.7
2009,8,23,385.86
2009,8,30,385.15
2009,9,6,384.69
2009,9,13,384.76
2009,9,20,384.62
2009,9,27,384.03
2009,10,4,383.88
2009,10,11,384.38
2009,10,18,384.71
2009,10,25,385.01
2009,11,1,385.36
2009,11,8,385.69
2009,11,15,386.34
2009,11,22,386.38
2009,11,29,387.07
2009,12,6,386.97
2009,12,13,386.87
2009,12,20,388.4
2009,12,27,388.6
2010,1,3,388.17
2010,1,10,388.33
2010,1,17,388.33
2010,1,24,389.01
2010,1,31,390.71
2010,2,7,390.35
2010,2,14,390.22
2010,2,21,389.57
2010,2,28,390.93
2010,3,7,391.38
2010,3,14,391.17
2010,3,21,390.29
2010,3,28,391.77
2010,4,4,391.19
2010,4,11,392.71
2010,4,18,393.3
2010,4,25,393.2
2010,5,2,393.01
2010,5,9,392.6
2010,5,16,393.42
2010,5,23,392.71
2010,5,30,393.3
2010,6,6,392.75
2010,6,13,391.85
2010,6,20,391.64
2010,6,27,391.15
2010,7,4,390.55
2010,7,11,389.85
2010,7,18,390.26
2010,7,25,389.82
2010,8,1,388.86
2010,8,8,388.82
2010,8,15,388.47
2010,8,22,387.62
2010,8,29,387.53
2010,9,5,386.14
2010,9,12,387.06
2010,9,19,386.78
2010,9,26,386.78
2010,10,3,386.95
2010,10,10,386.84
2010,10,17,387.43
2010,10,24,387.83
2010,10,31,388.05
2010,11,7,387.96
2010,11,14,388.63
2010,11,21,389.49
2010,11,28,389.66
2010,12,5,389.78
2010,12,12,389.44
2010,12,19,390.15
2010,12,26,389.94
2011,1,2,391.64
2011,1,9,390.76
2011,1,16,391.52
2011,1,23,391.37
2011,1,30,392.07
2011,2,6,391.44
2011,2,13,391.65
2011,2,20,392.05
2011,2,27,392.06
2011,3,6,391.88
2011,3,13,392.49
2011,3,20,392.89
2011,3,27,394
2011,4,3,393
2011,4,10,393.08
2011,4,17,393.55
2011,4,24,393.31
2011,5,1,394.14
2011,5,8,392.89
2011,5,15,394.91
2011,5,22,394.85
2011,5,29,394.19
2011,6,5,393.49
2011,6,12,393.79
2011,6,19,393.54
2011,6,26,393.45
2011,7,3,393.5
2011,7,10,393.29
2011,7,17,391.32
2011,7,24,391.98
2011,7,31,391.19
2011,8,7,390.6
2011,8,14,390.14
2011,8,21,389.39
2011,8,28,389.52
2011,9,4,389.04
2011,9,11,389.14
2011,9,18,389.08
2011,9,25,388.67
2011,10,2,388.77
2011,10,9,388.8
2011,10,16,389.03
2011,10,23,389.24
2011,10,30,389.61
2011,11,6,389.76
2011,11,13,390.44
2011,11,20,390.51
2011,11,27,391.15
2011,12,4,391.36
2011,12,11,392.01
2011,12,18,392.35
2011,12,25,392.2
2012,1,1,392.96
2012,1,8,393.37
2012,1,15,392.97
2012,1,22,393.34
2012,1,29,393.24
2012,2,5,393.71
2012,2,12,393.49
2012,2,19,394.44
2012,2,26,394.26
2012,3,4,393.55
2012,3,11,394.27
2012,3,18,394.79
2012,3,25,395.12
2012,4,1,395.32
2012,4,8,396.62
2012,4,15,396.16
2012,4,22,396.61
2012,4,29,396.92
2012,5,6,397.12
2012,5,13,396.99
2012,5,20,396.12
2012,5,27,396.3
2012,6,3,395.73
2012,6,10,396.24
2012,6,17,395.57
2012,6,24,395.25
2012,7,1,394.96
2012,7,8,394.36
2012,7,15,394.47
2012,7,22,394.08
2012,7,29,393.43
2012,8,5,393.24
2012,8,12,392.49
2012,8,19,391.36
2012,8,26,391.79
2012,9,2,391.86
2012,9,9,390.91
2012,9,16,390.79
2012,9,23,390.89
2012,9,30,390.81
2012,10,7,390.96
2012,10,14,390.89
2012,10,21,391.33
2012,10,28,391.56
2012,11,4,392.29
2012,11,11,393.26
2012,11,18,393.16
2012,11,25,393.71
2012,12,2,393.64
2012,12,9,394.4
2012,12,16,394.53
2012,12,23,394.84
2012,12,30,394.5
2013,1,6,395.34
2013,1,13,395.98
2013,1,20,395.78
2013,1,27,395.77
2013,2,3,396.63
2013,2,10,396.97
2013,2,17,397.15
2013,2,24,396.73
2013,3,3,397.65
2013,3,10,396.94
2013,3,17,397.36
2013,3,24,397.96
2013,3,31,398.07
2013,4,7,397.76
2013,4,14,397.96
2013,4,21,399.2
2013,4,28,399.53
2013,5,5,399.52
2013,5,12,399.74
2013,5,19,399.93
2013,5,26,399.88
2013,6,2,399.18
2013,6,9,398.61
2013,6,16,398.14
2013,6,23,398.64
2013,6,30,398.24
2013,7,7,397.74
2013,7,14,397.08
2013,7,21,396.82
2013,7,28,396.68
2013,8,4,395.67
2013,8,11,395.13
2013,8,18,395.15
2013,8,25,394.22
2013,9,1,393.85
2013,9,8,393.35
2013,9,15,393.3
2013,9,22,393.38
2013,9,29,393.31
2013,10,6,393.34
2013,10,13,393.68
2013,10,20,393.98
2013,10,27,394.24
2013,11,3,394.46
2013,11,10,395.53
2013,11,17,394.87
2013,11,24,396
2013,12,1,396.26
2013,12,8,396.14
2013,12,15,397.43
2013,12,22,397.27
2013,12,29,397.41
2014,1,5,398.23
2014,1,12,397.74
2014,1,19,397.97
2014,1,26,397.83
2014,2,2,397.96
2014,2,9,397.87
2014,2,16,398.08
2014,2,23,397.97
2014,3,2,398.43
2014,3,9,399.8
2014,3,16,401.24
2014,3,23,400.06
2014,3,30,400.62
2014,4,6,401.12
2014,4,13,401.74
2014,4,20,401.59
2014,4,27,401.74
2014,5,4,401.71
2014,5,11,401.71
2014,5,18,401.75
2014,5,25,401.82
2014,6,1,401.82
2014,6,8,401.5
2014,6,15,401.03
2014,6,22,400.94
2014,6,29,400.22
2014,7,6,399.84
2014,7,13,398.76
2014,7,20,398.84
2014,7,27,397.42
2014,8,3,397.78
2014,8,10,397.23
2014,8,17,396.77
2014,8,24,396.32
2014,8,31,396.37
2014,9,7,395.02
2014,9,14,395.08
2014,9,21,395.45
2014,9,28,395.33
2014,10,5,395.56
2014,10,12,395.65
2014,10,19,395.86
2014,10,26,397.51
2014,11,2,396.77
2014,11,9,397.22
2014,11,16,397.32
2014,11,23,397.87
2014,11,30,398.2
2014,12,7,399.12
2014,12,14,399.11
2014,12,21,398.92
2014,12,28,399.84
2015,1,4,399.85
2015,1,11,400.16
2015,1,18,399.51
2015,1,25,400.2
2015,2,1,400.23
2015,2,8,399.95
2015,2,15,399.93
2015,2,22,401.12
2015,3,1,401.28
2015,3,8,402.04
2015,3,15,400.78
2015,3,22,401.77
2015,3,29,401.96
2015,4,5,403.44
2015,4,12,404.04
2015,4,19,403.07
2015,4,26,403.8
2015,5,3,404.13
2015,5,10,403.96
2015,5,17,403.97
2015,5,24,403.81
2015,5,31,403.21
2015,6,7,403.24
2015,6,14,402.39
2015,6,21,402.7
2015,6,28,402.17
2015,7,5,401.73
2015,7,12,401.39
2015,7,19,401.25
2015,7,26,400.21
2015,8,2,398.36
2015,8,9,399.19
2015,8,16,399.14
2015,8,23,398.85
2015,8,30,398.49
2015,9,6,397.77
2015,9,13,397.24
2015,9,20,397.33
2015,9,27,397.2
2015,10,4,398.37
2015,10,11,398.18
2015,10,18,398.52
2015,10,25,398.48
2015,11,1,399.06
2015,11,8,400.43
2015,11,15,400.35
2015,11,22,400.37
2015,11,29,400.8
2015,12,6,401.31
2015,12,13,402.35
2015,12,20,402.6
2015,12,27,402.08
2016,1,3,402.15
2016,1,10,402.48
2016,1,17,402.61
2016,1,24,403.15
2016,1,31,404.6
2016,2,7,403.86
2016,2,14,403.68
2016,2,21,404.39
2016,2,28,404.17
2016,3,6,404
2016,3,13,404.78
2016,3,20,405.66
2016,3,27,405.45
2016,4,3,406.6
2016,4,10,408.72
2016,4,17,407.45
2016,4,24,407.81
2016,5,1,407.56
2016,5,8,407.86
2016,5,15,407.31
2016,5,22,408.33
2016,5,29,407.55
2016,6,5,406.88
2016,6,12,407.22
2016,6,19,406.66
2016,6,26,405.99
2016,7,3,405.59
2016,7,10,404.5
2016,7,17,403.41
2016,7,24,403.85
2016,7,31,403.49
2016,8,7,402.9
2016,8,14,401.87
2016,8,21,401.99
2016,8,28,401
2016,9,4,400.99
2016,9,11,401.35
2016,9,18,400.89
2016,9,25,400.74
2016,10,2,400.93
2016,10,9,401.59
2016,10,16,401.67
2016,10,23,402.09
2016,10,30,402.83
2016,11,6,402.78
2016,11,13,403.76
2016,11,20,404
2016,11,27,404.4
2016,12,4,403.89
2016,12,11,404.79
2016,12,18,404.43
2016,12,25,404.78
2017,1,1,405.95
2017,1,8,406.02
2017,1,15,406.18
2017,1,22,406.52
2017,1,29,406.24
2017,2,5,406.07
2017,2,12,405.95
2017,2,19,406.95
2017,2,26,407.41
2017,3,5,406.15
2017,3,12,407.1
2017,3,19,406.82
2017,3,26,408.41
2017,4,2,407.64
2017,4,9,408.89
2017,4,16,409.65
2017,4,23,409.96
2017,4,30,409.17
2017,5,7,409.32
2017,5,14,410.4
2017,5,21,410
2017,5,28,409.57
2017,6,4,409.69
2017,6,11,409.43
2017,6,18,408.31
2017,6,25,407.76
2017,7,2,408.04
2017,7,9,407.06
2017,7,16,406.81
2017,7,23,406.73
2017,7,30,406.47
2017,8,6,405.53
2017,8,13,405.2
2017,8,20,404.54
2017,8,27,404.23
2017,9,3,403.7
2017,9,10,403.68
2017,9,17,403.05
2017,9,24,402.76
2017,10,1,402.95
2017,10,8,403.4
2017,10,15,403.95
2017,10,22,404
2017,10,29,404.15
2017,11,5,404.25
2017,11,12,405.07
2017,11,19,406.12
2017,11,26,406.33
2017,12,3,406.74
2017,12,10,406.53
2017,12,17,406.83
2017,12,24,407.21
2017,12,31,407.37
2018,1,7,408.14
2018,1,14,407.89
2018,1,21,408.27
2018,1,28,407.88
2018,2,4,408.2
2018,2,11,408.37
2018,2,18,408.45
2018,2,25,408.9
2018,3,4,409.83
2018,3,11,408.84
2018,3,18,409.12
2018,3,25,410.03
2018,4,1,409.2
2018,4,8,409.45
2018,4,15,411.05
2018,4,22,411.67
2018,4,29,409.62
2018,5,6,411.06
2018,5,13,411.85
2018,5,20,411.45
2018,5,27,411.39
2018,6,3,410.94
2018,6,10,411.16
2018,6,17,410.36
2018,6,24,410.57
2018,7,1,409.38
2018,7,8,409.16
2018,7,15,408.54
2018,7,22,408.28
2018,7,29,407.46
2018,8,5,407.23
2018,8,12,407.07
2018,8,19,406.84
2018,8,26,406.26
2018,9,2,405.47
2018,9,9,405.39
2018,9,16,405.69
2018,9,23,405.54
2018,9,30,405.5
2018,10,7,405.58
2018,10,14,406
2018,10,21,406.62
2018,10,28,406.48
2018,11,4,406.99
2018,11,11,408.72
2018,11,18,408.6
2018,11,25,408.38
2018,12,2,408.49
2018,12,9,409.4
2018,12,16,409.3
2018,12,23,409.13
2018,12,30,409.6
2019,1,6,410.67
2019,1,13,410.4
2019,1,20,411.99
2019,1,27,411.02
2019,2,3,411.63
2019,2,10,412.41
2019,2,17,410.98
2019,2,24,412.4
2019,3,3,412.14
2019,3,10,412.16
2019,3,17,411.82
2019,3,24,411.32
2019,3,31,412.21
2019,4,7,413.13
2019,4,14,413.59
2019,4,21,413.77
2019,4,28,414.32
2019,5,5,414.37
2019,5,12,415.39
2019,5,19,414.74
2019,5,26,414.3
2019,6,2,414.41
2019,6,9,414.08
2019,6,16,413.85
2019,6,23,413.35
2019,6,30,413.38
2019,7,7,412.05
2019,7,14,412.14
2019,7,21,410.87
2019,7,28,410.2
2019,8,4,410.34
2019,8,11,410.24
2019,8,18,409.57
2019,8,25,409.45
2019,9,1,408.8
2019,9,8,408.59
2019,9,15,408.5
2019,9,22,408.32
